Time (s),W,X,Y,Z
0.007424831,0.179654,0.1879137,-0.8047385,0.530506
0.012434959,0.1801784,0.1880759,-0.8045524,0.5305529
0.017444611,0.1807039,0.1882108,-0.8043293,0.5306645
0.022454262,0.1812587,0.1883909,-0.8040374,0.5308539
0.027463913,0.1818352,0.188591,-0.8036963,0.5311019
0.032474041,0.1824181,0.1887553,-0.8033262,0.5314037
0.037483215,0.1829747,0.1888301,-0.802955,0.5317465
0.042493343,0.1835154,0.1888676,-0.8025924,0.5320942
0.047502995,0.1840327,0.1888968,-0.8022441,0.5324304
0.052513123,0.1845495,0.1890058,-0.8019094,0.5327169
0.057522297,0.1850622,0.1891828,-0.8016129,0.5329226
0.062532425,0.1855704,0.189374,-0.8013566,0.5330633
0.067544460,0.1860548,0.189575,-0.801149,0.5331352
0.072551727,0.1865245,0.1897812,-0.800978,0.5331545
0.077561378,0.1869714,0.189978,-0.8008484,0.5331227
0.082571030,0.1874084,0.190163,-0.8007389,0.5330678
0.087576866,0.1878357,0.1903055,-0.8006423,0.5330114
0.092586517,0.188265,0.1904142,-0.8005407,0.5329737
0.097596169,0.1886832,0.1904851,-0.800441,0.5329503
0.102605820,0.1890735,0.1904857,-0.8003395,0.5329642
0.107615948,0.1894355,0.1904256,-0.8002245,0.5330299
0.112625122,0.1897954,0.1903442,-0.8001,0.5331178
0.117635250,0.1901709,0.1902726,-0.7999463,0.53324
0.122644901,0.1905605,0.1901955,-0.7997771,0.5333822
0.127654552,0.1909444,0.1901031,-0.7996027,0.5335395
0.132664204,0.1913485,0.1900166,-0.7994122,0.533711
0.137674332,0.1917504,0.1899227,-0.7992163,0.5338934
0.142683506,0.1921322,0.1897971,-0.7990305,0.5340789
0.147693634,0.1925039,0.189638,-0.7988544,0.534265
0.152703285,0.1928412,0.1894323,-0.7986982,0.5344498
0.157712936,0.1931517,0.1892001,-0.798551,0.53464
0.162722588,0.1934486,0.1889672,-0.7984005,0.5348397
0.167732716,0.1937143,0.1887346,-0.7982574,0.5350391
0.172741890,0.193961,0.1884937,-0.7981218,0.535237
0.177752018,0.1941742,0.1882519,-0.7979968,0.5354313
0.182761669,0.1943822,0.1880153,-0.7978765,0.5356181
0.187771797,0.1945693,0.1877803,-0.7977626,0.5358022
0.192780972,0.1947449,0.187541,-0.7976613,0.535973
0.197791100,0.1948968,0.1872811,-0.7975802,0.5361294
0.202800751,0.1950583,0.1870786,-0.7974981,0.5362634
0.207810402,0.1951995,0.1868457,-0.797434,0.5363885
0.212820053,0.1953346,0.1866106,-0.7973653,0.5365231
0.217830181,0.1954546,0.1863448,-0.797303,0.5366644
0.222839356,0.195578,0.1860822,-0.7972313,0.5368171
0.227849484,0.1957028,0.1858051,-0.7971556,0.53698
0.232859135,0.1958314,0.1855444,-0.7970729,0.537146
0.237868786,0.195957,0.1852761,-0.7969818,0.5373282
0.242878437,0.1960952,0.1850216,-0.7968779,0.5375193
0.247888565,0.196235,0.1847675,-0.7967696,0.5377162
0.252897739,0.1963708,0.1844967,-0.7966588,0.5379238
0.257907867,0.1965166,0.1842332,-0.7965455,0.5381286
0.262917519,0.1966474,0.18396,-0.7964399,0.5383306
0.267927170,0.1967451,0.1836522,-0.796357,0.5385224
0.272936821,0.1968244,0.1833134,-0.7962942,0.5387021
0.277948380,0.1969103,0.1830147,-0.7962232,0.5388768
0.282956123,0.1969837,0.1827312,-0.796181,0.5390086
0.287961960,0.1970504,0.1824679,-0.7961527,0.5391152
0.292972088,0.1971123,0.1821963,-0.796132,0.539215
0.297981262,0.1971859,0.1819244,-0.796111,0.5393109
0.302991390,0.1972431,0.1816121,-0.7960947,0.5394194
0.308001041,0.1973016,0.1812957,-0.7960783,0.5395285
0.313011170,0.1973546,0.180958,-0.7960614,0.5396473
